B02,B03,B04,B08,B11,B12,NDVI,NDWI,BSI,cloud_cover,manganese_label,elevation_m,slope_deg,terrain_relief_m
0.1436,0.1637,0.1795,0.3101,0.4118,0.3223,0.266748,-0.308991,0.131675,0.0,0,356.227478,3.110322,25.834412
0.2011,0.2344,0.2771,0.377,0.5222,0.4252,0.152729,-0.233235,0.160592,0.0,1,617.860474,0.725608,17.57074
0.1533,0.1744,0.2003,0.2857,0.3842,0.3399,0.17572,-0.241904,0.142159,0.0,1,377.303192,7.228025,42.953156
0.3267,0.3744,0.3969,0.4713,0.4554,0.4097,0.085695,-0.11458,0.032903,0.0,1,333.221191,2.036761,49.945435
0.148,0.1795,0.1726,0.4224,0.3931,0.2888,0.419832,-0.403555,-0.004137,0.0,0,356.256744,2.078057,25.977997
0.1917,0.2348,0.2865,0.3756,0.4505,0.373,0.134572,-0.230668,0.130108,0.0,0,269.57785,0.537824,11.152435
0.1602,0.1763,0.1903,0.2404,0.3038,0.2703,0.116322,-0.153828,0.104504,0.0,1,641.350525,2.480233,58.317688
0.2042,0.2323,0.2836,0.3686,0.4695,0.3968,0.130328,-0.226826,0.135983,0.0,0,275.554443,0.779627,10.079773
0.1814,0.2302,0.2731,0.3257,0.4557,0.4133,0.087842,-0.171793,0.179383,0.0,1,340.552521,0.916474,11.362183
0.1775,0.2082,0.2516,0.3665,0.3745,0.3111,0.185892,-0.275448,0.070165,0.0,0,295.013763,1.040137,8.207306
0.1606,0.1897,0.1959,0.3649,0.3591,0.276,0.301355,-0.315903,0.027302,0.0,0,306.341309,0.946394,17.031219
0.1452,0.1671,0.1762,0.2692,0.3007,0.2372,0.208801,-0.234013,0.070122,0.0,0,363.611511,10.549616,149.011078
0.1804,0.2128,0.2816,0.3755,0.5178,0.4172,0.142901,-0.27656,0.179665,0.0,0,539.109924,2.870892,64.124451
0.1523,0.1789,0.2105,0.3442,0.3822,0.2728,0.241031,-0.316001,0.088322,0.0,0,580.804871,1.348936,23.604919
0.1992,0.2383,0.3019,0.3839,0.5227,0.4347,0.119568,-0.234008,0.171556,0.0,0,314.868134,3.317325,11.924896
0.1414,0.1652,0.1957,0.3036,0.4014,0.3011,0.216103,-0.295222,0.145955,0.0,0,331.144226,2.99913,17.927032
0.1511,0.1726,0.203,0.3083,0.3836,0.2792,0.205946,-0.282179,0.121606,0.0,0,622.316589,9.586712,64.515137
0.2241,0.2711,0.3365,0.4231,0.5464,0.445,0.114007,-0.218957,0.154042,0.0,0,288.340454,1.556336,10.317596
0.206,0.2479,0.294,0.3564,0.4695,0.4261,0.095941,-0.179547,0.151671,0.0,1,316.261719,0.557367,12.803467
0.1732,0.2075,0.2362,0.3384,0.3544,0.2849,0.177863,-0.239788,0.071675,0.0,0,285.845276,2.142885,21.15332
0.1676,0.205,0.266,0.3656,0.4474,0.3326,0.157695,-0.281458,0.144553,7e-06,0,360.965576,0.890361,17.259186
0.1648,0.1913,0.2087,0.3355,0.3655,0.2849,0.233003,-0.273728,0.068776,0.0,1,302.382324,2.166253,20.085754
0.1993,0.2373,0.2864,0.4063,0.4972,0.4111,0.173091,-0.262585,0.128131,0.0,0,268.10672,2.16936,10.201172
0.1237,0.1457,0.1515,0.3063,0.3276,0.2437,0.338139,-0.35531,0.054009,0.0,0,385.95697,4.286703,17.658264
0.1771,0.2185,0.2727,0.3969,0.5988,0.4783,0.185484,-0.289893,0.205811,0.0,0,603.153015,5.374588,73.519897
0.1286,0.1554,0.1589,0.2947,0.2944,0.2092,0.299383,-0.309487,0.034223,0.0,1,615.267639,1.468013,40.175232
0.1811,0.2149,0.2573,0.3352,0.449,0.3789,0.131477,-0.218688,0.155407,0.0,1,319.094055,2.31335,17.949524
0.1694,0.1978,0.2321,0.35,0.4648,0.3559,0.202543,-0.277839,0.145934,0.0,0,373.512115,2.569122,40.703522
0.1433,0.167,0.198,0.3203,0.4315,0.3171,0.235964,-0.314591,0.15177,0.0,0,549.537476,3.026018,14.674011
0.1848,0.2248,0.2704,0.4665,0.5165,0.4008,0.266115,-0.349631,0.094285,0.0,1,313.844116,0.937593,7.354248
0.1057,0.1363,0.1254,0.3136,0.2383,0.18,0.428702,-0.394088,-0.071009,7e-06,0,415.943115,1.611038,17.038635
0.2444,0.2996,0.3708,0.4721,0.5019,0.4183,0.12018,-0.223532,0.098288,0.0,0,296.126526,1.240524,6.972839
0.1382,0.1596,0.1754,0.3044,0.3486,0.2491,0.268862,-0.312069,0.084213,0.0,0,586.305542,6.474256,44.724365
0.1218,0.1415,0.1245,0.3474,0.2206,0.1651,0.472346,-0.42115,-0.152401,0.0,1,302.437592,1.636485,13.029022
0.1984,0.2407,0.2892,0.4308,0.4973,0.4106,0.196667,-0.283098,0.111111,0.0,0,279.881165,1.078667,11.834167
0.1222,0.1331,0.1329,0.242,0.2751,0.2078,0.291011,-0.290323,0.056721,0.0,0,456.438812,8.350772,20.010315
0.1958,0.2219,0.2549,0.3582,0.4835,0.3869,0.168488,-0.234959,0.14268,0.0,0,539.380249,2.345541,16.618042
0.1449,0.1698,0.19,0.3302,0.3833,0.3053,0.269512,-0.3208,0.093667,0.0,0,363.020508,6.84898,85.668121
0.1368,0.1675,0.1619,0.4367,0.3285,0.2403,0.459071,-0.445548,-0.078109,0.0,0,336.216431,1.275104,7.964935
0.1787,0.2161,0.2659,0.3213,0.4072,0.3542,0.094346,-0.195757,0.147558,0.0,0,256.072632,0.711427,5.66301
0.1481,0.1765,0.2011,0.3428,0.4214,0.3157,0.260526,-0.320239,0.118197,0.0,1,346.244141,0.625968,16.927002
0.125,0.1531,0.1565,0.284,0.288,0.2486,0.289444,-0.299474,0.041593,0.0,0,297.59549,2.623904,16.819244
0.1296,0.1709,0.1479,0.3639,0.2717,0.199,0.42204,-0.360883,-0.080933,0.0,1,319.277222,1.949305,33.976257
0.1729,0.2076,0.2259,0.3417,0.3774,0.3111,0.204017,-0.244129,0.079345,0.0,0,323.011078,0.383821,4.612671
0.1417,0.187,0.1928,0.4291,0.4623,0.3443,0.379965,-0.392956,0.068766,0.0,0,522.85907,3.246244,28.354004
0.1833,0.2199,0.2945,0.4308,0.5472,0.4224,0.187922,-0.324112,0.15634,0.0,0,585.292114,2.55699,16.93988
0.1626,0.1931,0.2501,0.3661,0.4849,0.3629,0.188251,-0.309371,0.163251,0.0,0,366.763519,1.771618,71.303772
0.1337,0.1655,0.1706,0.3576,0.4071,0.3161,0.354033,-0.367234,0.080823,0.0,0,330.823364,4.091791,21.406555
0.1623,0.1901,0.2324,0.3605,0.4591,0.3478,0.216057,-0.309481,0.138928,0.0,0,304.052979,2.140433,13.724091
0.1271,0.1497,0.149,0.3117,0.325,0.2548,0.353158,-0.351105,0.038563,0.0,0,341.503387,2.56883,11.457672
0.1611,0.2,0.2379,0.3416,0.4659,0.3894,0.178947,-0.261448,0.16668,0.0,0,272.799622,1.427228,11.151123
0.1379,0.1806,0.2166,0.3267,0.3895,0.2884,0.20265,-0.287995,0.132157,7e-06,0,368.385956,3.664231,35.521881
0.1773,0.2151,0.2407,0.3854,0.4884,0.4002,0.231113,-0.283597,0.128813,0.0,1,621.012207,0.525448,20.592102
0.1423,0.1602,0.1587,0.1406,0.2406,0.206,-0.060474,0.06516,0.170624,0.0,1,322.0,0.0,26.763947
0.1453,0.1773,0.1989,0.3229,0.3476,0.2688,0.237639,-0.291084,0.077166,0.0,1,616.137756,1.111043,9.864563
0.1624,0.1908,0.2356,0.3551,0.4922,0.3922,0.202302,-0.300971,0.168875,0.0,1,358.936279,5.319177,52.463806
0.15,0.1748,0.1964,0.3183,0.3303,0.2612,0.236837,-0.291016,0.058693,0.0,0,367.21759,1.218258,29.809326
0.1644,0.186,0.207,0.3433,0.372,0.3245,0.247683,-0.297185,0.065611,0.0,0,297.644592,1.311075,11.137756
0.1439,0.1671,0.1741,0.3558,0.3347,0.2408,0.342895,-0.360872,0.009023,0.0,0,531.018188,4.002825,73.819946
0.1776,0.2002,0.2433,0.426,0.3822,0.2934,0.272972,-0.360588,0.017818,0.0,0,339.520447,0.30639,4.204529
0.1318,0.171,0.1677,0.3867,0.3151,0.2495,0.395022,-0.386767,-0.035654,0.0,0,279.440887,2.000525,6.558411
0.1553,0.1836,0.1987,0.3786,0.4394,0.3394,0.311623,-0.346852,0.088908,0.0,1,354.971741,3.128893,45.673035
0.1999,0.2392,0.2946,0.4352,0.5526,0.4262,0.192656,-0.290629,0.143088,0.0,0,331.861206,1.235043,23.247223
0.1792,0.2197,0.25,0.3388,0.4542,0.3901,0.150815,-0.21325,0.152348,0.0,0,280.803864,1.299255,10.32547
0.1458,0.1775,0.1808,0.3959,0.3949,0.2875,0.372984,-0.380886,0.030428,0.0,1,331.279297,3.269067,36.073547
0.1659,0.1903,0.2226,0.3229,0.4184,0.3378,0.183868,-0.258379,0.134714,0.0,0,276.893494,1.693383,12.017944
0.134,0.1538,0.1797,0.2755,0.3812,0.2756,0.210457,-0.283485,0.156018,0.0,0,617.513489,10.298604,66.664795
0.1426,0.172,0.1681,0.3931,0.3307,0.2713,0.400927,-0.391258,-0.035669,0.0,0,280.088531,1.54285,8.855408
0.1221,0.1533,0.1787,0.3192,0.311,0.2264,0.282185,-0.351111,0.051987,7e-06,0,369.262451,0.356538,38.858582
0.151,0.184,0.2099,0.3646,0.4059,0.3105,0.269278,-0.329202,0.088563,0.0,0,404.251709,14.568498,114.6763
0.1453,0.1656,0.182,0.3156,0.3626,0.2603,0.268489,-0.311721,0.083242,0.0,0,590.753967,7.514527,42.897522
0.13,0.1613,0.1468,0.423,0.3537,0.2794,0.484731,-0.447886,-0.049834,0.0,1,331.357605,9.021078,111.811768
0.163,0.1972,0.2321,0.2897,0.3816,0.3289,0.110387,-0.189977,0.150975,0.0,0,288.074097,2.417095,8.226898
0.1572,0.1834,0.2142,0.3468,0.4345,0.3363,0.236364,-0.308186,0.125531,0.0,0,415.013214,3.635893,59.387787
0.2354,0.2819,0.3512,0.4638,0.5543,0.437,0.13816,-0.243932,0.12856,0.0,1,311.636353,0.743548,7.73761
0.1403,0.1568,0.1908,0.2511,0.3001,0.2574,0.136456,-0.231184,0.112773,0.0,0,545.88446,4.530697,40.898682
0.1474,0.1752,0.1991,0.2552,0.2247,0.2039,0.123487,-0.185874,0.025653,0.0,0,321.327179,1.16274,13.28363
0.1945,0.2377,0.2851,0.3551,0.4438,0.4003,0.109341,-0.198043,0.140242,0.0,1,312.40863,0.290345,9.438446
0.1842,0.2158,0.2394,0.3656,0.3684,0.3113,0.208595,-0.257654,0.050104,0.0,1,307.700897,4.029509,31.628693
0.1405,0.1744,0.1785,0.3308,0.3749,0.2849,0.299038,-0.30958,0.080121,0.0,0,303.826294,1.524756,9.862701
0.2266,0.2525,0.3045,0.3865,0.552,0.4769,0.118669,-0.209703,0.165623,0.0,0,281.888519,0.932197,12.778534
0.1536,0.1814,0.2322,0.3311,0.4627,0.3684,0.175573,-0.292098,0.178196,0.0,0,340.620544,0.528866,39.935913
0.1543,0.1793,0.2031,0.3183,0.3447,0.2477,0.220944,-0.279341,0.073697,0.0,0,621.568237,12.965664,76.348694
0.1489,0.1719,0.1961,0.3128,0.4007,0.3061,0.229318,-0.290695,0.127633,0.0,0,558.412476,12.778785,48.332336
0.1847,0.2022,0.2385,0.3073,0.4269,0.3765,0.126053,-0.206281,0.149819,0.0,1,444.084564,20.540504,134.174377
0.2321,0.242,0.2661,0.3403,0.4407,0.4396,0.122361,-0.168813,0.105066,2e-06,1,584.0,1.527525,8.0
0.1961,0.2087,0.223,0.3578,0.4195,0.3998,0.232094,-0.263195,0.074055,2e-06,1,598.0,5.491994,9.0
0.1537,0.1777,0.1658,0.3783,0.3094,0.2208,0.390553,-0.360791,-0.056394,2e-06,1,578.0,3.41242,6.0
0.2324,0.2929,0.3419,0.4082,0.4863,0.419,0.088388,-0.164456,0.127723,2e-06,1,577.0,4.313351,13.0
0.1655,0.1791,0.1966,0.2821,0.334,0.287,0.178609,-0.22333,0.08485,2e-06,1,573.0,1.527525,9.0
0.1753,0.1993,0.2119,0.3468,0.3886,0.317,0.241453,-0.270097,0.069838,2e-06,1,574.0,10.986526,14.0
0.1969,0.2239,0.2254,0.3889,0.3518,0.301,0.266157,-0.269256,-0.007395,2e-06,1,595.0,3.41242,9.0
0.2037,0.2146,0.2204,0.3667,0.4105,0.3718,0.249191,-0.261655,0.050362,2e-06,1,590.0,0.0,8.0
0.1519,0.1725,0.1561,0.3796,0.2699,0.1966,0.417211,-0.375113,-0.110183,2e-06,1,577.0,2.159736,5.0
0.1818,0.2017,0.2024,0.3032,0.3269,0.2753,0.199367,-0.20103,0.043675,2e-06,1,574.0,3.41242,14.0
0.1526,0.1689,0.1563,0.1939,0.1765,0.1484,0.107367,-0.068909,-0.020168,2e-06,1,589.0,1.527525,6.0
0.2195,0.2346,0.257,0.3584,0.413,0.3909,0.164771,-0.208769,0.073804,2e-06,1,586.0,4.313351,11.0
0.2117,0.2377,0.2407,0.3872,0.3486,0.2964,0.233317,-0.239238,-0.008079,2e-06,1,571.0,4.313351,13.0
0.1818,0.2089,0.215,0.3475,0.3532,0.2996,0.235556,-0.249101,0.035444,2e-06,1,574.0,3.41242,9.0
0.2075,0.2077,0.2137,0.3301,0.4148,0.4017,0.214049,-0.227594,0.077952,2e-06,1,593.0,2.159736,7.0
0.1964,0.2184,0.238,0.3434,0.406,0.3712,0.181287,-0.222499,0.088022,2e-06,1,591.0,3.052882,5.0
0.193,0.2126,0.2448,0.3414,0.3992,0.3834,0.16479,-0.232491,0.093007,2e-06,1,596.0,3.052882,9.0
0.1729,0.194,0.2114,0.3032,0.393,0.328,0.178391,-0.21963,0.118741,2e-06,1,588.0,3.41242,8.0
0.185,0.1969,0.2085,0.2527,0.2928,0.2664,0.095837,-0.12411,0.067732,2e-06,1,605.0,6.45483,10.0
0.1553,0.1853,0.1531,0.4941,0.3087,0.2017,0.526885,-0.454519,-0.168827,2e-06,1,586.0,2.159736,7.0
0.1614,0.1802,0.1977,0.3399,0.3823,0.3194,0.264509,-0.307056,0.072783,0.000103,0,763.0,5.491994,24.0
0.1581,0.1817,0.1809,0.3756,0.3468,0.253,0.349865,-0.347927,-0.005653,0.000103,0,621.0,3.41242,23.0
0.1531,0.1814,0.1618,0.4064,0.3124,0.2272,0.430482,-0.382783,-0.082519,0.000103,0,680.0,12.133526,38.0
0.1482,0.1726,0.1546,0.3894,0.3013,0.2207,0.431618,-0.385765,-0.082235,0.000103,0,750.0,6.45483,26.0
0.1518,0.1734,0.1651,0.3761,0.3426,0.2453,0.389874,-0.368881,-0.019506,0.000103,0,636.0,3.41242,12.0
0.1524,0.1888,0.1562,0.4221,0.293,0.214,0.459796,-0.381896,-0.122399,0.000103,0,749.0,8.838262,25.0
0.151,0.1711,0.1713,0.3722,0.339,0.2631,0.369641,-0.370145,-0.012482,0.000103,0,765.0,3.052882,22.0
0.1627,0.1764,0.1926,0.3183,0.3878,0.2942,0.246036,-0.28684,0.09365,0.000103,0,636.0,3.41242,15.0
0.1525,0.1814,0.1632,0.4196,0.3156,0.2261,0.439945,-0.396339,-0.088781,0.000103,0,676.0,18.255058,52.0
0.1513,0.1714,0.1676,0.3286,0.3023,0.2347,0.324466,-0.3144,-0.010529,0.000103,0,727.0,8.578358,32.0
0.1555,0.1774,0.1709,0.4002,0.3443,0.2472,0.401506,-0.385734,-0.037819,0.000103,0,629.0,8.172055,22.0
0.1618,0.1869,0.1861,0.3732,0.3568,0.2594,0.334525,-0.332619,0.007329,0.000103,0,636.0,6.800801,25.0
0.1542,0.1777,0.1734,0.3827,0.3326,0.2521,0.376371,-0.36581,-0.029629,0.000103,0,761.0,9.689803,45.0
0.154,0.1798,0.1713,0.3909,0.3356,0.2401,0.390608,-0.369897,-0.036129,0.000103,0,657.0,4.573921,23.0
0.1567,0.1827,0.1791,0.3632,0.3406,0.2638,0.33948,-0.330647,-0.000192,0.000103,0,684.0,4.313351,28.0
0.1577,0.1796,0.1688,0.3944,0.3259,0.2396,0.400568,-0.374216,-0.054834,0.000103,0,663.0,12.133526,43.0
0.1511,0.1807,0.1661,0.403,0.3262,0.2468,0.416271,-0.380846,-0.05906,0.000103,0,755.0,6.800801,25.0
0.1516,0.1747,0.1727,0.379,0.3392,0.2421,0.373935,-0.368972,-0.017938,0.000103,0,636.0,3.052882,19.0
0.1525,0.1771,0.1677,0.3695,0.3303,0.2477,0.375652,-0.351994,-0.023529,0.000103,0,626.0,1.527525,13.0
0.1537,0.1725,0.1714,0.353,0.3327,0.2438,0.346301,-0.343482,-0.002572,0.000103,0,619.0,8.172055,21.0
0.1542,0.1866,0.1997,0.3607,0.3847,0.2912,0.287295,-0.318107,0.063222,0.000498,0,48.0,3.052882,11.0
0.162,0.2092,0.2418,0.3728,0.4298,0.3088,0.213147,-0.2811,0.113395,0.000498,0,78.0,8.578358,27.0
0.1598,0.1922,0.2109,0.3782,0.4046,0.2987,0.283993,-0.326087,0.067187,0.000498,0,54.0,1.527525,7.0
0.1671,0.2013,0.2499,0.3078,0.4091,0.3451,0.103819,-0.209193,0.16236,0.000498,0,43.0,4.820199,12.0
0.1567,0.1969,0.1873,0.464,0.3909,0.2843,0.424843,-0.404146,-0.035449,0.000498,0,68.0,3.052882,18.0
0.1511,0.1888,0.1914,0.4216,0.3714,0.2836,0.37553,-0.381389,-0.008719,0.000498,0,45.0,4.313351,7.0
0.2141,0.247,0.2667,0.3618,0.3895,0.3233,0.151313,-0.188568,0.065173,0.000498,0,67.0,6.800801,27.0
0.1599,0.199,0.2275,0.3802,0.4223,0.3122,0.251275,-0.312845,0.092193,0.000498,0,83.0,4.820199,26.0
0.1823,0.2125,0.2363,0.3875,0.4249,0.3231,0.242385,-0.291667,0.074249,0.000498,0,54.0,4.820199,27.0
0.1542,0.1933,0.1951,0.3935,0.4057,0.29,0.337071,-0.341172,0.046234,0.000498,0,60.0,1.527525,16.0
0.1519,0.1822,0.1834,0.3993,0.3847,0.2693,0.370517,-0.373345,0.015099,0.000498,0,125.0,9.689803,34.0
0.145,0.1774,0.1827,0.3683,0.3725,0.2761,0.336842,-0.349826,0.039214,0.000498,0,60.0,5.491994,12.0
0.1418,0.1683,0.1626,0.3919,0.3425,0.239,0.413526,-0.399143,-0.027532,0.000498,0,100.0,12.74985,49.0
0.1651,0.1965,0.2085,0.3665,0.4029,0.296,0.274783,-0.301954,0.069816,0.000498,0,63.0,2.159736,7.0
0.1538,0.1912,0.2047,0.379,0.347,0.262,0.298612,-0.329358,0.017427,0.000498,0,60.0,4.313351,11.0
0.139,0.1751,0.1692,0.4224,0.3849,0.2735,0.427992,-0.413891,-0.006544,0.000498,0,57.0,5.491994,9.0
0.1434,0.1794,0.1833,0.3954,0.3666,0.26,0.366511,-0.375783,0.010196,0.000498,0,62.0,4.820199,13.0
0.1722,0.1996,0.228,0.3119,0.3638,0.2933,0.155399,-0.21955,0.100102,0.000498,0,42.0,3.052882,12.0
0.3762,0.3874,0.3846,0.4842,0.4496,0.3745,0.114641,-0.11106,-0.015461,0.000498,0,51.0,2.159736,6.0
0.1493,0.1835,0.178,0.3993,0.3709,0.2603,0.383336,-0.370281,0.000273,0.000498,0,111.0,21.624784,69.0
0.208,0.2505,0.2708,0.412,0.4334,0.3726,0.206796,-0.243774,0.063586,0.000498,0,41.0,0.0,10.0
0.1828,0.2181,0.2392,0.3412,0.391,0.3308,0.175741,-0.220097,0.092012,0.000498,0,23.0,2.159736,17.0
0.197,0.2342,0.2599,0.3724,0.3701,0.2908,0.177922,-0.227827,0.050525,0.000498,0,26.0,7.594643,12.0
0.1684,0.2027,0.2265,0.3886,0.4463,0.3446,0.263534,-0.314392,0.094162,0.000498,0,20.0,4.313351,8.0
0.1824,0.2241,0.2517,0.3983,0.4567,0.3558,0.225538,-0.279884,0.099061,0.000498,0,37.0,2.159736,11.0
0.1817,0.223,0.2518,0.3401,0.4103,0.3416,0.149181,-0.207956,0.118507,0.000498,0,32.0,1.527525,8.0
0.1427,0.172,0.1613,0.1751,0.2185,0.1859,0.041023,-0.008931,0.088876,0.000498,0,33.0,6.800801,12.0
0.1496,0.1724,0.174,0.2637,0.2802,0.2252,0.204935,-0.209356,0.047147,0.000498,0,30.0,2.159736,12.0
0.1533,0.1912,0.1887,0.4059,0.3644,0.2797,0.365288,-0.359571,-0.005484,0.000498,0,28.0,3.41242,8.0
0.1685,0.203,0.2067,0.4414,0.414,0.3205,0.362135,-0.369957,0.008776,0.000498,0,34.0,3.052882,12.0
0.145,0.1894,0.1684,0.4459,0.3701,0.2635,0.451734,-0.403746,-0.046396,0.000498,0,23.0,3.052882,11.0
0.1308,0.1444,0.1422,0.1527,0.2187,0.1838,0.035605,-0.027937,0.120112,0.000498,0,20.0,6.800801,10.0
0.1742,0.2069,0.2372,0.3326,0.3881,0.317,0.167427,-0.232994,0.104673,0.000498,0,24.0,1.527525,7.0
0.1787,0.2196,0.261,0.3329,0.4207,0.3582,0.121064,-0.205068,0.142546,0.000498,0,23.0,2.159736,10.0
0.1929,0.2342,0.2835,0.3417,0.4333,0.3749,0.09309,-0.186664,0.145597,0.000498,0,31.0,4.313351,6.0
0.1568,0.1923,0.1933,0.4186,0.3933,0.3074,0.368197,-0.370437,0.009639,0.000498,0,25.0,1.527525,10.0
0.2327,0.2827,0.3308,0.4051,0.495,0.439,0.100965,-0.177959,0.12845,0.000498,0,26.0,4.573921,13.0
0.1804,0.2196,0.2445,0.3759,0.4099,0.339,0.211799,-0.262469,0.081027,0.000498,0,32.0,3.41242,6.0
0.1716,0.2078,0.2382,0.3411,0.3793,0.3018,0.177628,-0.242849,0.092727,0.000498,0,24.0,6.274438,8.0
0.1993,0.2448,0.2876,0.3648,0.423,0.3705,0.118332,-0.19685,0.114929,0.000498,0,30.0,2.159736,7.0
0.178,0.2125,0.2466,0.2864,0.3715,0.3411,0.074672,-0.148126,0.141986,0.0,1,285.0,2.159736,6.0
0.1938,0.2271,0.2686,0.3789,0.4423,0.3606,0.170347,-0.250495,0.107666,0.0,1,294.0,1.527525,4.0
0.168,0.1913,0.2264,0.2881,0.4068,0.3502,0.119922,-0.201919,0.162581,0.0,1,288.0,1.527525,4.0
0.1915,0.2249,0.2605,0.297,0.388,0.3513,0.065471,-0.138149,0.140721,0.0,1,285.0,0.0,4.0
0.1646,0.1914,0.2242,0.2781,0.3704,0.3407,0.107306,-0.184665,0.146438,0.0,1,281.0,3.052882,5.0
0.1619,0.1909,0.2167,0.3382,0.3701,0.304,0.218958,-0.278397,0.079768,0.0,1,276.0,1.527525,3.0
0.166,0.1906,0.2222,0.3196,0.4117,0.3423,0.179771,-0.252842,0.13247,0.0,1,286.0,1.527525,4.0
0.1755,0.2016,0.2339,0.2765,0.3601,0.3246,0.083464,-0.156662,0.135755,0.0,1,291.0,3.052882,5.0
0.1757,0.2031,0.2398,0.3022,0.3794,0.3278,0.115129,-0.196121,0.128794,0.0,1,288.0,1.527525,3.0
0.1803,0.2168,0.2548,0.2999,0.3803,0.3446,0.081305,-0.160828,0.138886,0.0,1,291.0,2.159736,5.0
0.2358,0.2552,0.2785,0.2985,0.3618,0.3375,0.034662,-0.078201,0.090243,0.0,1,282.0,1.527525,7.0
0.1664,0.1952,0.2278,0.3027,0.3938,0.3408,0.141188,-0.215907,0.139818,0.0,1,288.0,1.527525,4.0
0.1823,0.2144,0.2494,0.2996,0.3752,0.3321,0.091439,-0.165759,0.128965,0.0,1,286.0,1.527525,4.0
0.1471,0.1881,0.1565,0.4874,0.3349,0.2534,0.5139,-0.443079,-0.127098,0.0,1,283.0,4.573921,8.0
0.2077,0.2448,0.2525,0.4007,0.4369,0.3933,0.226883,-0.241518,0.062413,0.0,1,293.0,0.0,4.0
0.1974,0.2239,0.2514,0.3208,0.3745,0.3301,0.121286,-0.177896,0.094135,0.0,1,288.0,1.527525,4.0
0.1869,0.2181,0.2536,0.3574,0.4321,0.356,0.169885,-0.24205,0.114959,0.0,1,286.0,2.159736,5.0
0.1948,0.2341,0.2725,0.4007,0.4562,0.3651,0.190434,-0.262445,0.100589,0.0,1,281.0,0.0,4.0
0.1894,0.2214,0.2584,0.353,0.4333,0.3645,0.154727,-0.229109,0.120979,0.0,1,284.0,3.41242,4.0
0.1617,0.1845,0.2076,0.2754,0.3508,0.3171,0.140373,-0.197652,0.121848,0.0,1,282.0,3.41242,3.0
0.1601,0.1912,0.2004,0.4165,0.4094,0.3154,0.3503,-0.370742,0.027984,4.6e-05,0,154.0,1.527525,5.0
0.181,0.2115,0.257,0.3778,0.4594,0.3742,0.190296,-0.282199,0.123588,4.6e-05,0,156.0,4.313351,8.0
0.1876,0.2211,0.2729,0.379,0.4946,0.4014,0.162755,-0.263123,0.150588,4.6e-05,0,144.0,4.313351,10.0
0.2131,0.2438,0.2779,0.3657,0.4582,0.4089,0.13642,-0.2,0.119629,4.6e-05,0,153.0,3.052882,5.0
0.2035,0.2428,0.2989,0.3996,0.536,0.4525,0.144166,-0.244085,0.161196,4.6e-05,0,153.0,1.527525,7.0
0.2049,0.2401,0.2884,0.3889,0.5306,0.4614,0.148383,-0.236566,0.1594,4.6e-05,0,151.0,3.41242,9.0
0.1753,0.2055,0.2272,0.3722,0.4022,0.331,0.241909,-0.288558,0.06959,4.6e-05,0,159.0,3.41242,5.0
0.1816,0.2147,0.2342,0.3948,0.4109,0.3293,0.255326,-0.295488,0.056242,4.6e-05,0,154.0,1.527525,7.0
0.188,0.2189,0.2586,0.3557,0.4744,0.3985,0.158066,-0.238079,0.148273,4.6e-05,0,144.0,3.41242,7.0
0.1635,0.1924,0.1992,0.3884,0.3835,0.3098,0.321988,-0.337466,0.027146,4.6e-05,0,158.0,0.0,8.0
0.188,0.2186,0.264,0.3704,0.485,0.4101,0.167718,-0.257725,0.145786,4.6e-05,0,157.0,4.820199,6.0
0.1763,0.2022,0.2266,0.3527,0.4549,0.3618,0.217676,-0.27122,0.125981,4.6e-05,0,153.0,0.0,6.0
0.1729,0.1954,0.227,0.2787,0.3608,0.304,0.102235,-0.175701,0.131037,4.6e-05,0,145.0,1.527525,3.0
0.1767,0.2012,0.2319,0.3592,0.4499,0.3388,0.215361,-0.281941,0.119816,4.6e-05,0,152.0,1.527525,5.0
0.1593,0.1919,0.1936,0.4388,0.3938,0.3142,0.387729,-0.39147,-0.009026,4.6e-05,0,156.0,1.527525,3.0
0.1666,0.1942,0.2001,0.3763,0.4062,0.3174,0.30569,-0.319194,0.055169,4.6e-05,0,154.0,0.0,6.0
0.1616,0.1912,0.1972,0.3894,0.3666,0.2736,0.327651,-0.341371,0.011482,4.6e-05,0,155.0,2.159736,9.0
0.1981,0.2419,0.3075,0.407,0.5319,0.4656,0.139258,-0.254431,0.162201,4.6e-05,0,148.0,4.820199,5.0
0.1857,0.2213,0.2618,0.4009,0.4934,0.4045,0.209899,-0.288653,0.125652,4.6e-05,0,149.0,1.527525,8.0
0.2017,0.2496,0.3235,0.4204,0.5678,0.511,0.130259,-0.254925,0.177878,4.6e-05,0,153.0,3.41242,6.0
0.1268,0.1596,0.1489,0.3325,0.2922,0.2078,0.381388,-0.351351,-0.020213,0.0,0,544.0,2.159736,8.0
0.1305,0.1572,0.1466,0.3417,0.2864,0.1997,0.399549,-0.369814,-0.043305,0.0,0,654.0,19.685728,88.0
0.125,0.1542,0.1361,0.3822,0.2663,0.1815,0.474822,-0.425056,-0.115215,0.0,0,615.0,14.121026,55.0
0.1315,0.1688,0.1652,0.3636,0.3377,0.2362,0.375189,-0.36589,0.007816,0.0,0,570.0,4.820199,14.0
0.1277,0.1665,0.1472,0.3929,0.2905,0.2015,0.454916,-0.404719,-0.086507,0.0,0,606.0,9.689803,46.0
