B02,B03,B04,B08,B11,B12,NDVI,NDWI,BSI,cloud_cover,manganese_label,elevation_m,slope_deg,terrain_relief_m
0.1703,0.2012,0.2445,0.3694,0.4258,0.3124,0.203453,-0.294777,0.107934,0.0,0,553.883484,2.708461,77.774231
0.144,0.1818,0.1903,0.4602,0.4249,0.3381,0.414912,-0.433645,0.009021,0.0,1,325.350067,3.483483,24.851013
0.2115,0.2682,0.3415,0.414,0.5828,0.5311,0.095963,-0.21372,0.192799,0.0,0,380.939209,0.338801,10.928894
0.2013,0.2382,0.2698,0.341,0.4362,0.4044,0.116568,-0.177486,0.131138,0.0,0,264.972412,1.038923,13.407898
0.1239,0.1718,0.1963,0.4669,0.3136,0.2174,0.408022,-0.462032,-0.073499,7e-06,0,352.257935,1.41996,12.595001
0.1768,0.2064,0.2412,0.2861,0.3904,0.3685,0.085151,-0.161827,0.154134,0.0,1,308.770599,0.242078,6.735107
0.1826,0.2115,0.2581,0.3283,0.4734,0.4179,0.119714,-0.216376,0.17756,0.0,1,309.926758,1.214327,9.350952
0.1435,0.1679,0.1878,0.3237,0.3998,0.3101,0.265689,-0.316924,0.114145,0.0,0,409.637268,1.898657,38.873413
0.2744,0.3021,0.3212,0.3446,0.3957,0.3766,0.035146,-0.065718,0.073284,0.0,0,296.707001,1.046528,10.358643
0.1879,0.2218,0.2689,0.3406,0.4744,0.4271,0.117637,-0.211238,0.168894,0.0,0,282.350769,1.939344,9.813812
0.2045,0.2394,0.2721,0.3568,0.4182,0.3555,0.13468,-0.196914,0.103068,0.0,0,298.856262,1.271471,14.683228
0.1734,0.2116,0.2381,0.4163,0.4764,0.3685,0.272311,-0.326007,0.095691,0.0,0,309.367096,0.689757,22.329681
0.1544,0.1897,0.2246,0.3469,0.4462,0.3449,0.213998,-0.292956,0.144612,0.0,0,414.358887,0.671613,25.156464
0.1561,0.1809,0.2156,0.3145,0.4557,0.3439,0.186569,-0.269681,0.17576,0.0,0,321.428436,1.561892,18.634949
0.1794,0.2119,0.2508,0.3441,0.4732,0.3887,0.156833,-0.23777,0.160721,0.0,1,310.601654,0.752558,6.989319
0.1609,0.1818,0.2149,0.3023,0.3533,0.3068,0.168987,-0.248916,0.101803,0.0,0,271.923309,2.407357,10.054047
0.1482,0.1777,0.2028,0.3519,0.4335,0.3425,0.268794,-0.328927,0.119852,0.0,0,511.474976,12.936042,62.724487
0.1707,0.2053,0.2376,0.2812,0.3142,0.2815,0.08404,-0.156012,0.099532,0.0,0,274.486298,2.32526,8.004272
0.1527,0.1839,0.2027,0.3115,0.3835,0.3204,0.211591,-0.25757,0.116146,0.0,0,279.983032,2.614544,9.718506
0.1721,0.2015,0.2353,0.3238,0.3904,0.3167,0.15829,-0.232819,0.115728,0.0,0,291.415863,0.153341,5.674286
0.1672,0.1919,0.2183,0.2676,0.3369,0.3191,0.101461,-0.164744,0.121616,0.0,0,275.788879,0.140329,3.750427
0.16,0.189,0.211,0.299,0.3656,0.3087,0.172549,-0.22541,0.113557,0.0,1,623.869019,1.510856,19.628296
0.1894,0.2262,0.2641,0.3915,0.4508,0.3522,0.194326,-0.267606,0.103411,0.0,0,481.437592,1.145931,104.223633
0.2131,0.2586,0.3104,0.4225,0.4963,0.3792,0.152954,-0.24064,0.11863,0.0,0,289.341949,1.495006,13.741119
0.1435,0.1645,0.1873,0.2969,0.4207,0.3249,0.226353,-0.286953,0.159863,0.0,0,331.338135,3.983384,16.124176
0.1435,0.1765,0.1671,0.3842,0.35,0.2658,0.393796,-0.37043,-0.010145,0.0,1,331.405273,6.931135,76.037292
0.1246,0.1404,0.1414,0.2387,0.2885,0.2138,0.255985,-0.259298,0.083964,0.0,0,660.479797,9.883327,70.189392
0.1725,0.2045,0.2481,0.3708,0.4756,0.3778,0.198255,-0.289067,0.142384,0.0,1,343.689667,0.725517,13.987762
0.152,0.176,0.2064,0.3312,0.4306,0.3525,0.232143,-0.305994,0.137297,0.0,0,366.320953,3.196927,20.075165
0.1703,0.1989,0.2459,0.358,0.4835,0.3757,0.185627,-0.285689,0.159895,0.0,0,547.807922,7.258832,30.425049
0.1518,0.1928,0.2177,0.4291,0.4372,0.3238,0.32684,-0.379965,0.05988,0.0,1,335.736603,5.937808,46.312988
0.1555,0.1769,0.1997,0.3345,0.4131,0.3292,0.25234,-0.308174,0.111353,0.0,0,358.684967,1.234709,20.184143
0.1536,0.179,0.213,0.3258,0.4334,0.3465,0.209354,-0.290808,0.148339,0.0,0,485.889557,23.343279,85.889038
0.2127,0.2533,0.3107,0.3837,0.5532,0.4474,0.105127,-0.20471,0.183182,0.0,0,387.550629,1.857173,14.412048
0.135,0.1727,0.185,0.3524,0.3794,0.2979,0.3115,-0.342221,0.073208,0.0,1,619.881714,2.127906,32.637634
0.1258,0.147,0.1345,0.3376,0.2605,0.1895,0.430205,-0.393314,-0.079683,0.0,0,293.906128,3.576986,12.577393
0.1662,0.1905,0.2165,0.3195,0.3321,0.279,0.192164,-0.252941,0.060814,0.0,0,294.211121,0.631412,10.453644
0.1475,0.1828,0.1967,0.3842,0.4311,0.3237,0.322775,-0.355203,0.082881,0.0,0,423.25058,4.470064,85.740021
0.1676,0.2016,0.2283,0.3095,0.4082,0.3769,0.150985,-0.211113,0.143139,0.0,1,308.225006,0.304679,8.534607
0.1722,0.2111,0.2525,0.3075,0.4299,0.3722,0.098214,-0.185885,0.174426,0.0,0,399.75116,0.751316,7.740082
0.1673,0.1898,0.2122,0.2834,0.3886,0.3163,0.143664,-0.197802,0.142748,0.0,0,507.810577,0.755357,46.236786
0.1271,0.1558,0.1698,0.3413,0.333,0.2433,0.335551,-0.373164,0.03542,7e-06,0,482.357452,0.96589,22.493591
0.1653,0.2002,0.2432,0.3995,0.4896,0.3902,0.243193,-0.332333,0.12947,0.0,1,354.816528,8.523128,48.377228
0.1662,0.2062,0.258,0.3522,0.3649,0.2763,0.154376,-0.261461,0.091562,0.0,0,581.700684,0.271807,5.551025
0.1436,0.167,0.1803,0.3423,0.3584,0.2665,0.309989,-0.344198,0.051532,0.0,0,378.369324,2.847415,42.663696
0.1587,0.1872,0.2122,0.3673,0.3968,0.2862,0.267645,-0.324797,0.073128,0.0,0,511.005402,12.829893,230.238129
0.1568,0.1881,0.2206,0.2908,0.3517,0.291,0.13727,-0.21445,0.122267,0.0,1,608.926758,0.771763,11.287231
0.2143,0.2583,0.316,0.3843,0.4981,0.4087,0.09753,-0.196078,0.152545,0.0,0,290.193298,1.532257,10.716095
0.1514,0.1742,0.2031,0.2935,0.3895,0.2853,0.182038,-0.255078,0.142361,0.0,0,573.657471,15.710737,41.295166
0.1682,0.1847,0.2232,0.309,0.4694,0.3793,0.161218,-0.251772,0.184134,0.0,0,380.232666,3.558857,16.95343
0.1978,0.2271,0.2696,0.3493,0.4511,0.3719,0.128777,-0.212006,0.13693,0.0,0,264.110657,1.958244,7.677734
0.1549,0.1829,0.216,0.3331,0.3717,0.2789,0.213258,-0.291085,0.092684,7e-06,0,402.727417,3.690271,30.115448
0.1763,0.2095,0.2411,0.3866,0.4326,0.3425,0.231799,-0.297098,0.089601,0.0,1,323.535034,1.293443,17.729309
0.1736,0.2085,0.2398,0.3451,0.4472,0.3505,0.180031,-0.246749,0.139587,0.0,1,629.173706,0.708142,17.884644
0.1362,0.1778,0.165,0.4132,0.3835,0.3036,0.429263,-0.398308,-0.00082,0.0,1,339.745148,4.101042,25.988129
0.1564,0.1948,0.2439,0.3374,0.423,0.3289,0.160846,-0.267944,0.149134,7e-06,0,346.501312,2.30597,36.928589
0.1984,0.2372,0.294,0.3561,0.5298,0.4963,0.095524,-0.200405,0.195386,0.0,0,334.9086,0.905142,21.806183
0.1854,0.2237,0.2642,0.3805,0.4756,0.4062,0.180394,-0.259517,0.133185,0.0,1,344.356567,2.089388,18.55838
0.1514,0.178,0.2077,0.361,0.4429,0.3379,0.269562,-0.339518,0.118831,0.0,0,369.174866,5.564897,89.013062
0.1879,0.2232,0.2609,0.3245,0.4415,0.3691,0.108644,-0.184955,0.156404,0.0,0,265.619202,0.05335,8.536774
0.182,0.2168,0.2195,0.3418,0.3601,0.2965,0.217887,-0.223774,0.050571,0.0,0,330.394806,3.806,7.871368
0.1537,0.1746,0.1941,0.2698,0.3232,0.2736,0.163182,-0.214221,0.099702,0.0,0,463.914001,17.437329,144.338684
0.1283,0.1528,0.1309,0.3672,0.2289,0.1691,0.474403,-0.412308,-0.158658,0.0,1,305.69043,0.377684,5.664246
0.1204,0.153,0.1654,0.3042,0.3224,0.2379,0.295571,-0.330709,0.069268,7e-06,0,337.662476,1.109199,9.832184
0.1752,0.197,0.2318,0.2709,0.3782,0.3599,0.07778,-0.15794,0.155194,0.0,0,276.102173,0.728008,10.824799
0.1159,0.1371,0.1426,0.2547,0.3022,0.2155,0.282155,-0.300153,0.090998,7e-06,0,351.267365,5.946837,75.379364
0.1656,0.201,0.2287,0.3639,0.4365,0.3656,0.228147,-0.28837,0.113585,0.0,1,360.056946,1.998017,40.363556
0.1722,0.1951,0.2436,0.3554,0.4623,0.3457,0.186644,-0.29119,0.144548,0.0,0,438.88562,5.991263,98.885376
0.1125,0.1412,0.1569,0.3047,0.3136,0.2259,0.320191,-0.366674,0.060043,7e-06,0,429.852203,10.421732,55.930756
0.1387,0.1563,0.1717,0.2884,0.3377,0.2675,0.253641,-0.297054,0.08788,0.0,0,346.656097,1.651723,8.145966
0.157,0.1826,0.1987,0.3354,0.3743,0.2929,0.255945,-0.294981,0.075652,0.0,1,306.548767,3.532172,5.486389
0.162,0.1929,0.229,0.2843,0.3584,0.3269,0.107734,-0.191534,0.1365,0.0,0,310.040863,0.430688,7.944336
0.197,0.2337,0.2753,0.3471,0.4532,0.4105,0.11536,-0.195248,0.1449,0.0,1,308.162201,0.860263,4.983459
0.1272,0.1539,0.1309,0.3871,0.2201,0.164,0.494595,-0.431054,-0.188721,0.0,1,304.208435,1.387887,6.283478
0.1228,0.1441,0.1449,0.3974,0.359,0.285,0.465609,-0.467775,-0.015916,0.0,1,332.864105,8.188794,88.355316
0.182,0.2227,0.2616,0.3487,0.4266,0.3731,0.142717,-0.220511,0.129215,0.0,1,315.003662,0.499741,6.928894
0.1321,0.1627,0.1383,0.3724,0.2368,0.1697,0.45839,-0.391889,-0.147112,0.0,1,304.792633,0.197805,34.093597
0.1399,0.1621,0.1879,0.2841,0.3632,0.2729,0.203814,-0.27342,0.130346,0.0,0,355.784424,5.385239,26.10498
0.1512,0.174,0.2095,0.3181,0.3949,0.2924,0.205838,-0.292827,0.125827,0.0,0,479.171356,2.562676,81.430054
0.1311,0.1751,0.1537,0.3857,0.306,0.2068,0.430108,-0.375535,-0.058474,0.0,0,412.487305,15.551333,145.120026
0.1691,0.2039,0.2326,0.3703,0.4136,0.3268,0.228396,-0.289794,0.090081,0.0,0,310.630341,6.177628,14.410156
0.2064,0.2431,0.2847,0.4078,0.4654,0.3841,0.177762,-0.253034,0.099612,0.0,1,324.477814,0.942753,12.003723
0.2028,0.2348,0.2855,0.396,0.5059,0.4169,0.162142,-0.255549,0.138541,0.0,0,286.946014,1.298927,15.423615
0.1864,0.2301,0.2716,0.3769,0.5565,0.4322,0.162375,-0.241845,0.190312,0.0,0,580.84137,3.247506,36.766418
0.1682,0.1993,0.227,0.3578,0.4471,0.3922,0.223666,-0.284509,0.123406,0.0,0,328.840515,3.463344,28.262054
0.18,0.2212,0.2458,0.3691,0.401,0.339,0.20052,-0.250551,0.081696,0.0,0,292.629303,0.926812,10.253113
0.1581,0.1925,0.2168,0.3917,0.4517,0.3447,0.287428,-0.340979,0.097431,0.0,0,501.248077,5.654039,66.161285
0.1453,0.1773,0.1812,0.3769,0.3957,0.2906,0.350654,-0.360159,0.049768,0.0,0,479.147125,5.053241,34.742371
0.1736,0.2041,0.2472,0.3584,0.4766,0.3681,0.18362,-0.274311,0.152731,0.0,1,613.157654,0.751591,5.942566
0.1618,0.1848,0.2204,0.3638,0.3876,0.2969,0.245464,-0.326285,0.072689,0.0,0,380.197784,1.652419,14.804474
0.1324,0.1669,0.1795,0.3527,0.3873,0.2904,0.325442,-0.357583,0.077669,0.0,0,416.891571,0.687309,95.588745
0.1823,0.2161,0.2617,0.3185,0.4312,0.3785,0.097897,-0.191545,0.160928,0.0,1,340.074127,0.986196,8.421265
0.2124,0.2606,0.3318,0.4414,0.5519,0.4303,0.141749,-0.25755,0.149528,0.0,0,395.091644,2.127138,14.890137
0.2204,0.2577,0.2968,0.3913,0.4323,0.3683,0.137335,-0.205855,0.08756,0.0,0,295.401611,0.412566,5.723053
0.1667,0.198,0.2298,0.3154,0.4145,0.328,0.157007,-0.228672,0.143999,0.0,1,620.051514,0.569382,26.133972
0.1871,0.2282,0.2772,0.3361,0.4036,0.3513,0.096038,-0.19121,0.130897,0.0,0,291.005219,2.517333,13.326111
0.1644,0.182,0.2229,0.2907,0.4128,0.3755,0.132009,-0.229956,0.165567,0.0,1,375.684265,6.536621,59.016418
0.1917,0.2074,0.2472,0.2833,0.3894,0.3855,0.068049,-0.154677,0.145376,0.0,0,298.048492,0.595734,11.840027
0.1509,0.1715,0.1958,0.23,0.2879,0.2654,0.080319,-0.145704,0.118899,0.0,0,570.074158,0.84963,23.189209
0.1757,0.2191,0.2635,0.3966,0.5097,0.3872,0.201636,-0.28829,0.149313,0.0,0,315.748077,1.359578,14.277313
0.1474,0.1708,0.1966,0.3407,0.4244,0.3247,0.268193,-0.33216,0.119827,0.0,0,429.466339,5.181331,22.858185
0.1529,0.1784,0.203,0.2993,0.3649,0.2803,0.191718,-0.253088,0.11342,0.0,0,329.524078,1.332944,14.589142
0.1458,0.1759,0.1967,0.36,0.4448,0.3267,0.293336,-0.343534,0.118278,0.0,0,388.268402,5.194329,21.767456
0.115,0.1337,0.1301,0.2903,0.2994,0.2154,0.381066,-0.36934,0.028989,0.0,0,402.483093,1.569791,20.350586
0.145,0.1752,0.1873,0.3604,0.3642,0.2763,0.316049,-0.34578,0.043618,0.0,0,339.193237,1.277983,9.091675
0.1186,0.1489,0.1548,0.3234,0.3117,0.2257,0.352572,-0.369469,0.026968,7e-06,0,318.900665,1.107284,21.050354
0.1627,0.1858,0.226,0.3553,0.4868,0.3797,0.222432,-0.313251,0.158271,0.0,0,365.813629,4.351253,43.923309
0.151,0.1823,0.2004,0.3466,0.4062,0.3515,0.267276,-0.310645,0.098714,0.0,1,441.137787,22.824187,134.068054
0.161,0.1949,0.2257,0.3698,0.4209,0.3396,0.241982,-0.309722,0.098352,0.0,0,268.598358,0.58983,16.765015
0.1483,0.1805,0.1858,0.352,0.343,0.2383,0.309037,-0.322066,0.027694,0.0,0,508.852386,12.408313,161.425354
0.188,0.2078,0.2543,0.3418,0.4427,0.3615,0.146787,-0.243814,0.13629,0.0,1,321.103973,6.312696,24.539215
0.1917,0.2379,0.2729,0.3637,0.3829,0.3137,0.142633,-0.209109,0.082893,0.0,0,299.715179,12.987303,191.704788
0.2055,0.246,0.2884,0.3805,0.4861,0.4027,0.137689,-0.214685,0.138552,0.0,0,276.638885,0.828272,14.4646
0.1699,0.2039,0.2445,0.3798,0.472,0.3589,0.216723,-0.301353,0.131733,0.0,0,564.039856,5.064534,55.262573
0.1872,0.2272,0.2714,0.3722,0.5667,0.4913,0.156619,-0.241909,0.199428,0.0,0,315.051086,0.625268,15.007721
0.2927,0.3192,0.3556,0.4198,0.4347,0.372,0.082796,-0.13613,0.05177,0.0,0,296.539795,1.006585,10.162109
0.1296,0.1597,0.145,0.4203,0.3498,0.2478,0.486998,-0.44931,-0.052742,0.0,1,321.082733,1.632129,30.976257
0.1332,0.1544,0.1385,0.3505,0.2399,0.1751,0.433538,-0.388394,-0.122144,0.0,1,303.051605,0.277508,5.637299
0.1977,0.2355,0.2838,0.4136,0.5155,0.3926,0.18612,-0.27438,0.133277,0.0,0,576.84845,0.368867,15.881531
0.1611,0.1869,0.2285,0.3115,0.4847,0.374,0.153704,-0.25,0.202901,0.0,0,536.852295,5.57365,53.161255
0.1219,0.1486,0.1676,0.287,0.351,0.2522,0.262648,-0.317723,0.118275,7e-06,0,459.000427,13.747678,34.472046
0.1678,0.1878,0.2177,0.2545,0.3145,0.2852,0.077933,-0.150803,0.115139,0.0,0,271.761444,0.44331,3.993347
0.1789,0.2019,0.2428,0.3379,0.45,0.3672,0.163768,-0.251945,0.145503,0.0,0,280.868469,0.560333,7.902466
0.1474,0.1728,0.1748,0.1783,0.2272,0.1962,0.009912,-0.015665,0.104851,0.0,1,309.706909,0.405777,12.579803
0.2082,0.2438,0.2915,0.3848,0.5161,0.4381,0.137957,-0.224308,0.15322,0.0,0,276.955841,1.256457,12.147461
0.1566,0.1762,0.1964,0.3342,0.325,0.2632,0.259706,-0.309561,0.030231,0.0,0,315.062805,0.52392,9.919739
0.1786,0.2172,0.2373,0.3542,0.498,0.3906,0.197633,-0.239762,0.159688,0.0,0,598.046021,1.470753,44.813354
0.2126,0.2482,0.2918,0.3829,0.5007,0.4622,0.135023,-0.213437,0.141931,0.0,0,254.468903,0.547447,13.14975
0.2304,0.2418,0.2711,0.3822,0.4431,0.3649,0.17006,-0.225,0.076575,0.0,0,331.630432,0.165694,12.558136
0.1571,0.1848,0.2169,0.3544,0.4621,0.361,0.240679,-0.31454,0.140697,0.0,0,395.868286,0.964025,40.131042
0.1108,0.1386,0.1654,0.2731,0.3775,0.2691,0.24561,-0.326694,0.171558,7e-06,0,442.098297,3.479107,71.734802
0.1336,0.1665,0.1817,0.3156,0.3842,0.3314,0.269254,-0.309272,0.114964,0.0,0,375.18277,3.702794,22.921021
0.1307,0.1513,0.1345,0.3294,0.2459,0.1788,0.420134,-0.370501,-0.094825,0.0,0,315.03775,1.468877,9.783844
0.1511,0.1748,0.2099,0.3402,0.4229,0.3088,0.236866,-0.321165,0.125878,0.0,1,667.131714,14.462761,64.222839
0.1848,0.2213,0.2553,0.3418,0.4174,0.3558,0.144867,-0.213994,0.121821,0.0,0,262.256958,2.794126,9.865204
0.1453,0.1652,0.1745,0.324,0.3311,0.2392,0.2999,-0.324612,0.037235,0.0,0,577.066345,2.345103,39.714233
0.155,0.1786,0.1827,0.3815,0.3162,0.2701,0.352357,-0.362257,-0.036314,0.0,0,295.868652,0.10087,5.490509
0.1357,0.1531,0.1743,0.2913,0.3335,0.2514,0.251289,-0.310981,0.086436,0.0,0,719.123474,3.685072,94.142456
0.1446,0.1798,0.1844,0.3684,0.4219,0.3219,0.332851,-0.344035,0.083356,0.0,0,390.422424,4.564709,32.602722
0.1403,0.1685,0.1654,0.3252,0.307,0.213,0.325724,-0.317399,0.007357,0.0,0,552.850891,20.359876,135.736328
0.1463,0.1711,0.1827,0.3247,0.4076,0.3209,0.279858,-0.309802,0.112409,0.0,0,489.508423,5.571583,54.141388
0.148,0.1672,0.1853,0.2901,0.3483,0.2606,0.220446,-0.268751,0.098281,0.0,0,524.964722,4.669109,45.066895
0.1714,0.198,0.2328,0.3162,0.4251,0.3671,0.151913,-0.229872,0.148669,0.0,1,422.282501,22.99,137.268066
0.1297,0.1564,0.1724,0.2985,0.3045,0.2331,0.267785,-0.312376,0.053806,7e-06,0,439.08371,0.983051,18.009796
0.1902,0.223,0.2677,0.3964,0.4362,0.3329,0.193796,-0.279948,0.090895,0.0,0,301.619537,1.099671,9.407379
0.1385,0.1576,0.1777,0.2971,0.4009,0.282,0.251474,-0.306796,0.140998,0.0,0,571.029907,7.492099,45.3974
0.1454,0.1763,0.184,0.3503,0.4055,0.3116,0.311248,-0.330422,0.086436,0.0,0,343.458038,2.564139,48.349243
0.1416,0.1662,0.1756,0.32,0.3498,0.2498,0.291364,-0.316331,0.06464,0.0,0,315.272858,1.575796,21.565826
0.1513,0.1778,0.1823,0.3023,0.328,0.2599,0.247627,-0.259321,0.058824,0.0,0,523.141968,23.789386,105.374725
0.1898,0.2226,0.268,0.3844,0.4667,0.3778,0.178418,-0.266557,0.122622,0.0,1,317.1026,0.51601,12.392914
0.151,0.1832,0.1974,0.4148,0.4429,0.3366,0.355113,-0.387291,0.061769,0.0,0,369.355225,1.496085,23.484894
0.1646,0.1844,0.1861,0.3245,0.3366,0.2859,0.271054,-0.2753,0.033208,0.0,0,293.001587,3.131434,11.068298
0.1621,0.1949,0.2255,0.3848,0.4627,0.358,0.261019,-0.327583,0.114404,0.0,0,386.433716,5.384599,21.555359
0.1481,0.1677,0.1927,0.2818,0.3364,0.3025,0.187777,-0.253838,0.103441,0.0,0,563.354614,5.502696,21.967896
0.1724,0.2039,0.2678,0.372,0.5359,0.4362,0.162863,-0.291891,0.192345,0.0,0,395.016724,1.499621,12.737762
0.1772,0.2077,0.2572,0.3678,0.5188,0.4189,0.17696,-0.278193,0.174868,0.0,0,359.297821,7.416315,98.792328
0.1449,0.1771,0.1788,0.4003,0.397,0.3066,0.38249,-0.38656,0.027297,0.0,0,347.260193,1.633299,16.428223
0.185,0.2191,0.2575,0.3118,0.4382,0.4166,0.09538,-0.174609,0.166792,0.0,1,307.859833,0.389223,6.927277
0.1369,0.1637,0.1647,0.3389,0.3546,0.2689,0.345909,-0.348587,0.043714,0.0,1,324.053223,8.961615,58.034485
0.2099,0.2373,0.2887,0.3507,0.4045,0.3493,0.096966,-0.192857,0.105758,0.0,0,574.495422,1.685074,18.192322
0.1563,0.1806,0.208,0.2566,0.3233,0.2711,0.104606,-0.173833,0.125397,0.0,0,447.829956,23.529347,164.674744
0.1905,0.2273,0.2405,0.4601,0.451,0.3699,0.313446,-0.338667,0.030475,0.0,1,333.063538,1.335041,49.157684
0.1153,0.1443,0.171,0.252,0.356,0.2698,0.191489,-0.271764,0.178575,7e-06,0,330.72641,1.189345,12.243652
0.1693,0.1926,0.2099,0.3345,0.4086,0.3097,0.228876,-0.269209,0.102201,0.0,0,292.507477,0.394341,4.04599
0.1475,0.1847,0.1539,0.4639,0.3008,0.2174,0.501781,-0.430466,-0.146984,0.0,0,265.453247,0.618782,9.710541
0.1187,0.135,0.124,0.1164,0.136,0.1284,-0.031614,0.073986,0.050293,0.0,0,559.0,0.0,16.940552
0.1727,0.2133,0.2437,0.3473,0.388,0.2966,0.175296,-0.23903,0.096987,0.0,0,286.015411,0.804783,11.409088
0.1723,0.2152,0.2599,0.346,0.4323,0.3533,0.142103,-0.233072,0.14366,0.0,1,625.859497,0.639948,27.724243
0.2029,0.2377,0.2815,0.397,0.511,0.3949,0.170228,-0.250985,0.138322,0.0,0,298.007507,0.550026,10.872803
0.14,0.1629,0.1854,0.3511,0.3633,0.2521,0.308854,-0.366148,0.055395,0.0,0,650.259583,12.516225,101.843872
0.1668,0.2078,0.251,0.3085,0.3626,0.3238,0.10277,-0.195042,0.127009,0.0,0,264.819885,2.041393,8.283569
0.1583,0.1854,0.2147,0.3399,0.4562,0.348,0.225748,-0.294118,0.14772,0.0,0,428.352417,3.749807,22.496948
0.17,0.197,0.2271,0.351,0.4637,0.3533,0.214323,-0.281022,0.140122,0.0,0,545.675598,6.410993,35.025635
0.1443,0.1928,0.1991,0.4216,0.4438,0.372,0.358466,-0.372396,0.0637,0.0,1,330.717407,3.108591,53.259247
0.1466,0.177,0.1972,0.3457,0.4164,0.3129,0.273531,-0.322747,0.109684,0.0,0,360.747894,8.788066,86.757141
0.1354,0.1595,0.1738,0.3056,0.3527,0.2668,0.274927,-0.314126,0.088372,0.0,0,341.981873,0.952917,11.46048
0.17,0.1967,0.2432,0.3396,0.4849,0.3721,0.165408,-0.266455,0.176537,0.0,0,553.445618,2.331042,23.819092
0.1688,0.203,0.2487,0.3991,0.4667,0.3738,0.23217,-0.325693,0.114938,0.0,0,278.617096,0.398482,13.888947
0.1379,0.1659,0.1709,0.3432,0.3793,0.2781,0.335149,-0.348262,0.067003,0.0,0,411.230103,21.44153,89.441437
0.1363,0.1746,0.1687,0.407,0.3912,0.2953,0.413931,-0.399587,0.015047,0.0,1,314.677887,3.531576,25.27948
0.1716,0.1974,0.2331,0.276,0.3793,0.3607,0.084266,-0.166033,0.155472,0.0,0,278.340759,0.887145,3.835236
0.1906,0.2146,0.2538,0.3454,0.4659,0.3912,0.15287,-0.233571,0.146293,0.0,0,260.211792,0.525975,6.105377
0.1484,0.1696,0.1995,0.3169,0.4389,0.326,0.227343,-0.302775,0.156836,0.0,0,624.644958,4.217321,27.831848
0.1334,0.1511,0.1588,0.3307,0.3438,0.2395,0.351175,-0.372769,0.039826,0.0,0,718.231018,11.630522,73.467651
0.1499,0.1758,0.2021,0.3622,0.3541,0.2531,0.283714,-0.346468,0.041281,0.0,0,358.092682,4.402365,54.003021
0.129,0.1569,0.1757,0.2888,0.3147,0.2455,0.243488,-0.295939,0.079938,7e-06,0,306.258118,2.263867,12.475739
0.2116,0.2689,0.3274,0.4296,0.5955,0.4804,0.135007,-0.230064,0.180104,0.0,0,517.097839,1.356855,23.877136
0.2055,0.2359,0.2924,0.3763,0.4798,0.4143,0.125467,-0.229337,0.14062,0.0,0,296.139862,0.350231,7.976379
0.188,0.2266,0.2702,0.3808,0.4669,0.3819,0.169892,-0.253869,0.128877,0.0,0,275.678314,0.739167,11.99411
0.132,0.1586,0.1533,0.3644,0.2862,0.1963,0.407765,-0.393499,-0.060797,0.0,0,592.55072,18.825041,102.724365
0.1478,0.1749,0.2026,0.3186,0.4186,0.3078,0.222563,-0.291185,0.142332,0.0,0,340.703979,6.216983,24.327301
0.1779,0.2042,0.2736,0.3385,0.5015,0.4672,0.106028,-0.247466,0.20031,0.0,0,332.990448,0.760966,23.649719
0.1482,0.177,0.1793,0.3817,0.4128,0.3177,0.360784,-0.366386,0.055437,0.0,0,520.940918,12.277166,41.598236
0.1293,0.1573,0.1582,0.4228,0.3902,0.3046,0.455422,-0.45768,-0.003362,0.0,1,320.091766,1.07393,13.376709
0.1419,0.1695,0.1693,0.2772,0.2763,0.217,0.241657,-0.241101,0.030646,0.0,0,481.849396,21.148008,187.59494
0.1803,0.212,0.2438,0.3546,0.3586,0.3244,0.18516,-0.251677,0.059351,0.0,0,298.989868,0.699614,7.092499
0.1637,0.1939,0.2306,0.2986,0.4292,0.3859,0.128496,-0.212589,0.176009,0.0,1,358.419403,8.316313,54.997559
0.1422,0.1605,0.1765,0.3029,0.3438,0.2405,0.263663,-0.307294,0.077895,0.0,0,539.542847,2.31914,34.994507
0.1551,0.1802,0.2054,0.3665,0.4684,0.3677,0.281693,-0.340772,0.127321,0.0,0,368.369598,3.672573,32.546234
0.1328,0.1673,0.1731,0.4064,0.4068,0.3015,0.402588,-0.416768,0.036369,0.0,0,359.399506,1.336156,18.13327
0.1237,0.1473,0.145,0.4123,0.2828,0.1954,0.479634,-0.473553,-0.112264,7e-06,0,327.397125,0.287298,6.923798
0.1851,0.2249,0.256,0.3474,0.4849,0.4174,0.151475,-0.214049,0.163656,0.0,0,386.692383,2.92188,13.756378
0.1302,0.1481,0.1479,0.3179,0.2931,0.2066,0.364964,-0.364378,-0.007986,0.0,0,495.923553,6.103566,87.404785
0.1781,0.219,0.256,0.3301,0.4252,0.3652,0.126429,-0.202331,0.145451,0.0,0,305.667694,0.31879,8.921204
0.2089,0.2515,0.3167,0.4115,0.5122,0.4239,0.130184,-0.241327,0.143863,0.0,0,289.832794,0.273942,9.266937
0.2011,0.2433,0.2885,0.4035,0.4756,0.3702,0.166185,-0.247681,0.116534,0.0,1,623.799438,0.353917,19.103821
0.2242,0.2349,0.2775,0.3228,0.4153,0.3868,0.075462,-0.157612,0.1176,0.0,0,284.510071,0.556327,8.143951
0.2049,0.2476,0.2667,0.3388,0.399,0.3466,0.119075,-0.155525,0.100876,0.0,1,308.239624,2.351533,23.628265
0.1508,0.17,0.1768,0.2879,0.3093,0.2351,0.239079,-0.25748,0.051254,0.0,0,356.33609,16.585324,100.13974
